0,龙岩市发布暴雨橙色预警：我市新罗、永定、上杭部分乡镇已出现大雨到暴雨，预计未来3小时我市部分仍有较强降水，请注意防范山体滑坡、洪涝、泥石流、...
1,鄂尔多斯：女子试吃哈密瓜后起争执，丈夫为报仇跑到超市拉架丈夫；丈夫因涉嫌寻衅滋事被刑事拘留。
2,白金核小行星明晨接近地球，核心含1亿吨白金价值5亿美元；一小行星采矿公司已将其视为目标
3,平顶山一11岁男童喉咙失血休克死亡，当事大夫已逃跑；诊所被割喉后失水休克，事发时正在行医多年；该诊所大门口挂满白色横幅；事发前诊所已被挂满横幅横幅。
4,组图：福州80后爸爸推入手术室，安慰妻子进去睡一觉就出来。
5,长春大学生骑车千里骑行回家称想看看美丽世界，每天骑行百余公里，称就想看到美丽的世界；称每次看看风景也会有很多好心人帮助，称每天看完车都能组装起车(组图)
6,宿迁银楼遭遇抢劫：蒙面男子砸碎玻璃抓一把项链就跑，抓起黄金项链后逃窜；警方抓获嫌疑人，抓获赃物悉数追回。
7,CBA：曝广厦队签约前骑士控卫，上赛季在欧冠联赛场均13.7分，3.2个篮板和5.4次助攻
8,陇南市发布雷电黄色预警：宕昌、礼县西部出现强回波，预计未来6小时，我市北部部分地方将出现雷电、短时强降水、阵性大风及局地...
9,国际油价本周下探40美元创6年新低，继续寻底，欧佩克拒绝石油减产及美俄增产导致需求过剩
10,英国一名99岁老妇收到医院寄出的信，要求带尿液到院做产检，自己有3名子女、7个孙子及13个曾孙，强调自己已超70年没有怀孕，医院已寄出道歉。
11,税务总局否认网络红包征税，称取得企业红包需缴税，取得个人红包须缴税；取得红包应缴纳个人所得税，税款由企业代扣代缴，个人因使用该网络服务达到一定额度所取得税款。
12,云南昭通发生一起猎杀大熊猫案，查获熊猫皮一张，肉和骨头若干；猎杀者与收购者目前已被批捕(图)
13,连云港纪委通报海州区卫生监督所副所长李万银用公款违规购买超市购物卡，1.31万元被停职
14,连云港一国土所仅5个人办公楼，人均超200平米，采取少批多占方式，多圈进去将近2倍土地；官方回应：仅有5人的国土局，已采取少批少占，新大楼多半房间空置(图)
15,贵州毕节留守姐弟遇害续：嫌犯系20岁和17岁姐姐，死前被两人性侵，去年曾遭邻居老汉强奸；当地人称女孩死前曾遭同族亲戚，事发前曾被邻居强奸，当地村里人尽皆知(组图)
16,中建建筑控股股东中国建筑总公司增持1350万股，占总股本56.2%；目前中建股东已累计累计增持135万股。
17,随州市发布大雾橙色预警:目前我市大部地区已经出现能见度不足200米的大雾并将持续，请注意防范。...
18,中建置地拟配售1亿可换股债券，初步换股价为每股0.05元，较昨日收市价0.043元溢价16.28%；若悉数兑换，将发行20亿股新股，年利率8厘；年利润8厘，占扩大后股本2
19,西安：男子半夜搭讪情侣要钱买烟，被劫匪赶走，持刀架架劫匪，并高呼抢劫了；劫匪追劫匪两条街，最终将劫匪制伏。
20,委内瑞拉总统查韦斯在军事医院去世，其患癌症很可能是美国发动的科技攻击引起，健康状况堪忧。
21,程或是中国外逃贪官程慕阳最新证据，被指作为中国逃犯，或被遣返，赖昌星是先例；加拿大难民申请被拒；专家认为其极有可能被驱返，賴昌星就先例。
22,云南26条高速路明日起调高收费标准，因经营困难、发展困难等引资困难，公路平均每公里造价达1.2亿元，年均增长约8%；拟建高速公路造价将突破1.5亿元
23,巴萨当家球星的哥哥马蒂亚斯-梅西再次因发推嘲讽罗，被舆论的风口浪尖上；此前梅西被授予欧洲金靴奖后，他刚通过一张罗的奖杯对比图奚落葡萄牙球星
